-70.75,15.98,-1.40,18.96,-22.18,8.31,0.51,-13.23,10.09,-33.58,4.30,-6.92,10.59,-9.16,-0.05,2.46,0.97,0.24,1.94,1.91
4.25,-10.16,7.82,-25.52,-18.69,6.01,-1.61,6.55,-4.67,-2.13,1.74,-0.99,-2.41,1.51,1.06,-10.39,-0.22,-0.21,-2.31,2.18
12.22,-20.37,11.86,-28.92,-25.14,5.39,-1.18,5.26,-3.33,1.10,0.46,0.16,-5.86,2.99,11.02,-2.23,-0.82,0.52,1.91,1.95
52.76,-10.42,9.50,10.80,-21.07,6.59,-1.45,13.01,-10.10,3.71,2.36,-3.47,3.58,0.46,4.21,2.64,0.01,1.96,9.81,-2.94
-13.05,-8.88,3.62,-24.79,-9.32,6.57,-0.95,3.46,-1.53,-0.14,0.45,0.27,1.00,1.78,-2.40,-9.17,-0.60,-0.19,3.10,0.94
9.17,-14.48,6.71,-9.71,-9.16,-7.80,1.20,-1.82,-0.73,3.85,1.53,-1.20,5.82,-0.11,-7.16,8.02,1.82,-1.70,-11.76,2.22
27.74,-18.41,8.06,3.96,-5.61,-14.64,2.00,4.18,-2.80,0.02,4.86,-4.07,6.43,-0.20,1.04,2.17,0.48,1.10,4.04,0.95
27.41,-15.00,8.60,7.23,-5.19,-12.39,1.11,-7.06,3.15,2.30,-0.80,1.28,0.69,-2.81,-3.59,-2.03,-0.45,0.03,-11.01,6.67
-11.70,1.19,-7.60,-19.64,-5.55,4.99,1.02,-5.60,4.01,5.85,-1.35,0.44,1.62,0.47,-0.73,5.24,1.06,1.22,1.90,-0.15
49.27,-9.46,6.24,11.33,-17.76,8.11,-1.93,12.97,-10.01,4.51,3.03,-3.77,5.93,0.01,5.76,5.21,-0.21,0.14,13.39,-1.85
52.29,-14.74,10.74,11.83,-15.85,-1.38,-1.21,10.33,-9.79,2.77,1.44,-2.86,-0.14,0.36,7.46,-1.07,0.27,1.83,11.35,-3.16
52.29,-4.27,10.71,10.54,-23.68,-4.00,-0.77,4.89,-2.83,3.65,6.92,-5.01,11.70,-3.67,-10.91,5.93,2.05,-2.73,-3.95,-1.46
23.56,-6.09,3.87,2.32,8.59,-14.26,1.88,-8.81,5.93,-4.05,-0.64,2.55,-7.83,0.93,4.97,-4.81,0.22,-1.33,5.14,-2.78
-48.65,3.30,-0.77,4.32,-4.55,4.07,0.30,-11.18,8.99,-10.50,1.25,0.53,1.33,2.56,-16.04,-1.09,0.65,-0.10,-1.82,-1.84
10.43,5.81,-2.27,-23.17,-14.89,3.57,-0.32,-6.75,5.05,0.51,-3.15,4.46,-10.43,2.32,10.01,13.74,-0.37,2.64,2.39,-3.29
40.65,-4.13,5.92,5.79,-16.87,-1.44,-0.28,10.65,-7.85,2.85,3.42,-5.08,10.61,-1.37,-6.00,7.93,2.47,-3.63,-9.69,4.61
50.13,72.00,37.23,-2.28,6.21,-18.08,-0.76,7.18,-1.78,-9.74,-7.92,10.57,-15.15,-6.05,1.67,-4.10,1.34,6.18,0.53,-6.04
38.23,1.69,5.71,-19.61,-31.31,5.59,0.13,-12.20,10.05,5.42,-4.46,8.11,-11.14,1.27,14.90,15.45,3.12,0.75,0.21,-2.62
61.72,-14.12,11.45,18.14,-24.01,3.19,2.63,8.34,-6.90,5.82,3.31,-3.53,2.93,-1.24,3.60,-1.71,-0.04,2.85,12.26,-4.58
-65.17,-12.27,17.87,-11.63,-1.02,-6.06,-2.24,9.32,-6.76,8.05,-1.42,1.87,-4.19,-4.81,16.46,5.31,2.24,2.89,1.08,-0.61
40.98,3.41,5.86,2.08,-8.40,-16.60,1.46,5.35,-8.08,-3.23,2.57,-3.53,2.82,1.17,5.42,0.06,-0.62,2.75,-5.65,6.06
11.50,-1.58,1.92,-25.20,-18.52,6.57,-1.67,6.12,-4.39,0.37,2.33,-0.17,-0.72,1.29,2.25,-6.16,-0.53,-0.26,1.11,1.68
34.42,-1.94,7.12,-10.73,-17.92,-9.79,-0.67,1.44,-4.32,1.62,4.27,-2.76,1.53,2.34,1.86,11.69,1.75,-4.97,-14.86,5.21
16.73,5.52,-2.58,-9.87,-6.73,-8.82,2.12,-0.62,-0.20,2.10,1.96,-1.83,7.31,0.68,-3.57,12.21,1.27,-3.40,-14.40,2.47
62.37,-11.22,11.57,16.97,-21.31,-9.59,-0.76,4.81,-3.74,5.02,0.32,-1.53,2.80,-1.77,-0.39,-5.04,-0.36,2.04,2.35,2.41
11.28,-3.61,9.68,-26.05,-17.13,4.79,1.63,6.14,-4.60,-1.98,-0.06,-0.80,-2.68,-0.36,-1.66,-9.94,0.43,-3.50,-4.71,1.82
-10.08,1.14,-6.54,-19.77,-3.86,1.80,0.67,0.30,-0.16,5.29,0.24,-0.44,1.80,0.40,3.80,9.24,0.41,1.00,2.17,-1.45
16.60,-6.22,5.87,-11.73,-9.27,-7.39,0.84,1.49,-4.58,1.35,3.58,-4.70,5.03,2.44,-1.83,12.52,0.33,-3.38,-15.90,5.55
47.23,-1.49,-1.66,14.07,-6.04,-2.30,-0.03,-6.51,3.28,-0.79,-0.68,2.98,-6.84,-1.70,5.51,-7.43,-0.62,1.28,-8.12,5.81
-94.50,3.46,10.51,29.59,-17.85,-3.03,-0.32,4.51,-4.76,8.77,0.64,1.07,-13.92,32.43,-4.84,1.55,0.68,0.07,-1.81,2.01
-21.38,-7.66,0.13,-19.52,-2.61,10.37,-1.96,1.83,-0.55,0.21,-0.19,-0.75,3.38,-0.18,-9.39,-8.03,0.32,-0.16,-0.70,0.96
0.85,-11.24,-1.44,7.08,13.76,18.58,-1.52,0.86,0.28,-1.55,0.08,2.07,-0.47,-0.09,-2.74,5.76,-0.16,-2.21,1.89,-2.88
-13.73,8.39,-8.38,-19.26,-3.69,8.80,-0.09,0.01,1.07,2.68,-0.19,0.28,6.12,-2.76,-8.84,-9.00,-0.74,-0.76,-0.16,2.45
-31.64,-2.47,-1.15,-19.36,-0.66,10.10,-0.74,0.76,0.32,3.44,-0.71,0.28,3.45,-1.20,-11.65,-11.39,-0.97,-0.58,1.93,1.01
-37.91,-10.99,6.20,-19.69,-3.19,8.10,-0.53,4.21,-2.03,-0.28,0.24,-0.74,5.22,-2.51,-8.02,-14.28,0.03,1.27,1.37,2.16
-3.30,-15.48,9.86,-25.16,-13.90,7.42,-1.04,3.12,-2.59,0.77,-1.17,-0.67,-1.04,0.87,-1.03,-13.17,-0.56,-1.08,0.05,1.31
-29.72,-7.56,0.11,-15.50,-0.34,10.13,-0.88,-2.16,1.82,3.59,-1.05,1.82,5.14,-1.51,-11.69,-8.49,1.03,-0.91,-0.54,1.26
15.99,-5.21,-5.64,10.05,12.44,21.92,-2.06,3.18,-0.12,-0.43,-0.78,1.80,-1.72,0.62,-3.68,2.66,0.90,-1.03,1.49,-3.52
-35.62,-8.60,6.65,-19.96,-5.65,4.52,-1.58,8.91,-7.11,1.75,0.69,-1.38,3.10,-3.43,-1.29,-15.48,-0.01,0.84,3.62,3.47
10.26,-17.22,10.82,-24.81,-26.33,3.73,-0.07,-3.58,2.27,1.04,-1.70,3.61,-8.84,0.51,17.25,12.69,1.51,-0.36,2.14,-2.35
-26.30,3.72,-7.95,-17.95,-0.05,4.89,-0.45,-6.31,4.76,7.50,-2.14,1.07,1.86,-2.98,-2.52,5.03,1.12,1.06,3.95,-3.39
20.76,-11.76,0.02,9.47,8.78,18.85,-2.60,7.20,-2.72,-3.00,1.18,1.12,-2.09,0.46,2.05,3.66,0.71,-1.17,1.49,-1.67
-22.32,-10.10,7.33,-23.91,-9.49,5.03,-1.04,7.23,-4.30,1.39,0.47,-0.41,0.82,-0.79,-2.88,-13.93,0.10,-1.32,1.37,2.99
-96.26,8.87,8.13,27.07,-20.28,6.53,0.16,-8.54,8.01,-26.56,2.98,-4.10,7.06,-11.20,1.62,-1.64,1.85,1.70,0.12,1.62
30.94,-11.00,-0.38,14.31,4.50,23.05,-3.33,8.96,-4.49,-1.08,-0.59,2.01,-3.18,-0.39,3.78,0.59,0.54,-0.33,-3.56,1.03
48.21,-6.34,1.28,17.31,-4.97,26.10,-4.37,4.91,-0.57,1.72,-0.47,4.52,-4.29,-1.36,-0.06,-3.83,0.48,-1.83,-4.48,2.57
26.88,-0.82,-7.06,4.22,3.50,17.40,-1.60,1.25,1.51,2.10,-0.95,-0.01,-1.17,1.04,0.34,1.53,0.48,-1.37,4.65,-1.78
-26.25,-7.34,3.61,-24.10,-3.82,7.41,-1.56,6.56,-3.65,1.47,1.20,-1.56,3.79,-1.60,-6.75,-11.96,-0.30,-2.73,4.39,4.20
-8.33,-8.17,2.70,-23.09,-11.83,10.90,-0.02,1.63,2.68,1.47,-0.48,-0.01,1.85,-0.48,-7.62,-14.94,0.58,-0.75,2.24,0.89
-14.57,-11.53,6.40,-25.80,-7.67,5.42,-0.98,7.17,-4.66,0.02,-0.04,-0.00,1.92,-2.06,-3.31,-15.52,-1.09,-0.55,1.86,2.63
-74.45,10.23,7.57,20.39,-27.59,9.62,-0.48,-10.80,9.18,-42.03,5.08,-8.00,9.33,-9.72,1.63,-0.87,0.69,0.98,2.90,-0.24
28.29,-5.48,0.47,6.76,-4.63,-0.98,3.19,-16.63,8.85,0.79,-1.45,1.79,-6.96,-0.55,3.72,-6.73,-0.86,-1.45,-13.80,8.92
-11.98,27.70,0.34,-19.23,-4.99,0.90,-2.80,8.61,-6.30,-0.79,0.96,-1.55,3.64,-3.17,-3.71,-10.52,-0.13,0.27,-0.62,1.41
-13.95,-3.82,-0.21,-19.36,-8.87,9.14,-0.34,-3.41,3.91,0.93,-0.84,2.04,1.03,0.05,-10.73,-9.89,0.59,-1.06,-0.28,0.11
-10.43,8.71,-7.49,-24.03,-8.95,6.06,-0.92,1.94,-0.96,2.10,0.71,-1.76,2.12,0.89,-1.86,-10.82,-1.16,0.22,3.96,3.60
-7.09,-12.76,8.99,-26.70,-14.94,8.65,-0.80,7.02,-4.07,0.99,1.08,-2.34,0.63,-0.68,-1.88,-13.71,0.37,-1.74,-1.17,6.69
-17.07,-18.12,9.11,-25.76,-12.12,7.67,-1.32,6.19,-1.60,1.82,0.16,-0.41,0.57,0.86,-3.90,-14.24,-0.77,-1.48,1.12,2.96
43.05,10.33,-12.41,16.88,3.88,26.99,-4.04,1.26,1.21,4.93,-2.66,3.34,-3.20,-0.61,-0.52,-3.37,1.07,-1.17,-2.83,1.90
-11.30,-9.42,0.15,0.39,14.64,10.93,-2.96,10.94,-7.39,-0.54,3.36,-2.66,1.34,-2.20,2.40,5.06,-0.48,-3.06,2.46,3.08
-13.15,-9.65,3.96,-21.00,-9.98,11.65,-1.60,1.87,-0.48,2.27,-0.52,2.03,2.10,0.44,-7.18,-11.44,-0.22,-1.17,1.17,1.73
10.69,-14.90,-0.94,10.10,13.92,20.72,-2.06,1.50,-0.17,-1.55,-1.00,1.21,-0.45,-0.99,-1.58,5.15,1.66,-1.31,1.16,-1.92
1.79,-19.31,7.22,3.59,5.40,15.33,-2.09,8.37,-4.15,-7.13,0.37,-0.61,-1.17,0.16,2.28,4.02,1.94,-0.99,0.42,-1.98
16.33,-20.61,11.78,-11.53,-14.72,-9.94,1.33,0.62,-2.31,1.08,1.69,-1.82,2.22,0.88,1.40,8.58,1.38,-2.07,-12.76,2.54
26.16,-11.76,5.78,3.13,2.99,-11.08,0.32,-2.16,0.18,-7.71,-0.38,-0.54,-6.16,1.37,8.20,-7.67,0.12,-0.86,2.58,-0.29
52.03,-8.97,9.84,8.48,-24.97,-2.07,0.91,3.87,-1.26,7.94,1.47,-2.93,9.63,-4.46,-9.45,7.72,2.18,-3.92,-3.74,2.19
13.17,-15.06,10.53,-21.28,-20.25,-0.65,-0.28,4.33,-2.51,3.27,-0.16,-0.74,-4.36,1.85,10.90,5.69,1.80,1.69,0.70,-0.45
15.73,-13.26,1.70,1.06,-0.18,-14.34,1.63,-3.63,0.83,-0.79,1.78,-1.87,7.53,0.04,-4.06,1.29,0.31,0.21,-1.48,2.00
27.37,-12.46,2.02,4.13,5.70,-13.28,2.65,-10.28,6.28,-5.22,0.22,1.30,-5.37,0.11,8.71,-7.80,1.05,0.80,5.78,-0.26
-2.62,-0.36,-1.98,-20.20,-8.63,0.99,-0.72,-5.52,3.04,1.73,-0.87,0.45,-0.37,2.62,2.35,9.59,1.72,-0.37,1.22,-4.23
-77.35,-17.61,16.90,-5.61,3.77,-1.38,-0.53,0.97,0.58,11.21,-4.02,4.61,-3.13,-5.80,4.95,3.71,1.31,2.05,1.08,-2.47
-24.40,-10.26,1.96,-20.10,-4.38,10.50,0.16,-2.52,1.37,1.21,-0.18,0.84,2.17,-0.31,-7.41,-8.66,1.53,-1.21,1.85,-0.00
-30.13,-3.80,-2.63,-16.31,0.59,10.37,-1.19,-1.53,2.49,2.89,-0.46,1.22,3.52,-0.52,-10.64,-7.64,0.02,0.38,-0.03,0.98
15.92,-12.37,8.61,-24.68,-25.38,11.04,-3.01,0.70,0.02,2.03,-0.05,1.67,-2.82,-1.33,1.97,-6.52,-1.83,-0.86,-0.26,2.71
-54.70,27.31,-7.50,18.64,-24.09,9.16,0.06,-13.73,10.74,-42.96,6.94,-8.85,11.34,-7.75,1.86,2.69,3.34,0.20,2.96,1.40
39.15,-9.22,1.27,12.05,-10.51,10.73,-2.61,10.32,-6.12,3.95,1.22,-4.61,7.32,0.72,2.27,3.03,1.31,0.91,10.01,-0.97
8.05,-6.65,4.17,-24.03,-16.57,3.78,-0.74,-4.19,4.51,3.06,-1.32,3.13,-9.83,2.32,12.83,15.81,1.70,2.74,4.31,-3.23
14.89,-9.66,1.87,-0.94,9.84,-14.60,2.01,-7.58,5.85,-5.35,-1.44,0.16,-4.67,3.25,6.58,-4.62,1.24,0.49,6.01,-1.06
9.98,-8.47,4.05,-23.19,-20.03,8.98,-1.78,1.46,-0.66,1.93,0.11,1.10,-1.41,0.06,1.49,-4.90,-0.46,1.05,0.67,2.47
8.70,-7.56,1.26,-22.49,-17.27,6.25,0.20,-10.84,7.33,6.23,-4.54,4.81,-8.71,1.31,12.64,16.78,0.85,0.07,2.87,-4.64
27.45,-4.87,0.21,6.89,1.41,-12.37,2.15,-7.36,4.91,-1.36,1.38,-0.40,1.39,3.28,1.06,-2.62,1.12,-0.00,6.26,-0.62
31.46,-12.13,8.71,-6.80,-18.99,-7.85,1.32,-4.86,3.29,5.64,0.12,-0.47,4.66,0.02,-5.62,13.94,0.55,-5.01,-19.38,4.13
-40.08,25.48,1.32,18.16,-32.36,12.14,2.14,-14.73,9.31,-53.91,8.22,-10.95,9.27,-6.05,2.81,5.11,1.57,3.18,2.66,1.32
19.54,-15.71,14.34,-1.33,-2.20,-21.56,-0.41,3.34,-5.47,-4.79,-1.36,-5.91,2.30,-0.75,2.26,0.59,-0.10,-0.42,-4.94,2.04
-100.27,9.06,9.88,32.04,-16.68,-4.80,-0.34,4.54,-4.80,8.70,0.28,1.83,-14.07,31.26,-3.39,3.17,-0.25,-0.55,-0.22,2.03
36.79,38.50,-17.79,0.02,-0.92,-16.43,1.37,3.42,-4.07,3.62,3.03,-3.36,5.82,-0.92,0.87,-2.04,1.16,1.45,1.16,2.63
-14.10,-10.34,8.77,-23.08,-9.63,-1.10,-1.34,0.58,-1.15,0.26,-1.62,3.35,-7.81,2.40,13.24,12.47,1.21,0.33,1.59,-4.46
-20.72,-4.81,9.53,-19.95,-4.91,0.66,-4.09,5.34,-4.80,-1.20,2.36,-3.49,-1.77,0.43,7.16,6.74,0.83,1.08,-1.71,-1.13
17.25,-7.06,7.25,3.21,1.57,-16.29,2.01,-1.43,-1.33,-4.02,-0.05,-0.97,5.30,-1.60,-5.16,-1.64,0.21,0.04,-2.18,2.22
-116.12,2.62,15.32,36.23,-12.63,-4.13,-0.73,7.51,-6.03,15.10,0.24,1.89,-11.27,19.94,-0.79,0.49,1.14,-0.12,-0.06,2.15
45.06,-13.93,11.32,10.04,-12.06,-12.16,1.11,2.93,-3.09,1.08,1.76,-1.07,0.25,-0.66,2.73,-3.59,0.09,0.68,-10.12,7.92
1.04,-14.67,6.41,-0.80,12.87,-16.11,1.54,0.22,-1.85,-8.60,0.39,-1.66,-4.69,1.27,9.93,-3.57,0.84,0.46,5.26,-0.92
11.77,-10.47,5.32,0.81,11.03,-13.92,1.34,3.86,-2.45,-7.90,1.96,-2.23,-3.91,2.93,9.18,-2.62,0.12,0.08,2.93,0.76
-12.53,23.60,-16.87,-16.85,1.32,1.29,1.35,-4.09,0.88,4.69,1.06,-0.86,3.16,1.24,-2.72,7.34,-0.24,1.03,3.01,-2.05
34.04,-19.74,11.14,8.14,-8.08,-1.47,-1.01,11.21,-7.58,-1.41,2.52,-2.92,4.99,0.05,3.24,3.00,-0.38,1.03,7.36,-3.80
-57.42,31.59,1.92,19.86,-15.32,-2.58,-1.91,1.65,-3.08,-3.57,2.37,-1.06,-10.73,27.09,-6.52,4.68,-0.84,-0.63,-1.85,-2.05
12.07,-17.30,10.21,-4.82,-2.36,-17.58,1.41,3.06,-3.46,-5.84,1.50,-2.98,-0.69,0.51,5.35,2.48,-0.40,-0.27,-11.00,7.41
14.73,-4.10,2.25,-19.42,-14.28,1.42,-0.82,0.64,0.00,1.52,-0.49,0.22,-2.31,1.80,4.36,7.83,0.38,0.17,-2.21,-2.38
-7.26,-2.31,1.94,-22.17,-11.48,1.13,-0.14,-0.41,0.66,0.44,-1.62,2.18,-7.77,0.91,16.49,15.58,0.49,0.46,-0.26,-1.71
10.91,34.81,-15.02,-9.27,-2.19,-10.15,-0.54,1.63,-2.49,2.26,2.53,-2.75,2.38,2.34,-1.88,8.23,5.26,-0.80,-8.85,1.17
-97.32,17.75,9.27,30.18,-10.76,-2.90,-1.33,5.67,-3.43,10.25,-0.53,1.33,-11.56,24.11,-4.27,2.50,1.79,1.09,0.31,0.42
6.60,-13.20,7.12,-20.58,-13.44,1.03,-0.57,-0.37,0.11,1.15,-1.20,1.14,-2.63,-0.03,6.48,10.31,1.54,0.32,-4.06,-0.46
34.34,-17.71,16.62,11.41,-12.03,-6.28,0.17,7.84,-4.87,1.27,1.76,-1.65,1.09,-3.07,1.48,0.64,-2.26,0.86,6.83,-5.24
9.26,-8.72,8.17,-12.53,-6.52,-9.47,0.37,5.66,-4.22,-1.91,3.09,-3.35,4.81,-0.36,-0.76,9.55,1.74,-1.91,-15.13,3.67
18.18,-18.10,12.47,-0.22,-3.95,-19.11,0.86,4.38,-6.22,-3.16,0.93,-5.28,6.10,-1.31,2.05,5.36,-1.21,0.88,-2.41,1.66
-41.22,-17.12,14.68,1.04,16.64,-17.75,0.42,5.56,-4.32,0.23,1.54,-0.94,-0.23,0.20,-4.09,-0.49,-0.14,0.30,-1.77,-0.94
-34.50,35.67,-9.67,10.17,-23.69,4.69,0.44,-5.91,7.27,-47.12,9.14,-12.10,11.28,-8.05,7.61,3.66,-0.72,1.39,-0.62,-0.36
23.67,-17.70,8.58,1.66,-5.84,-6.22,1.74,4.32,-4.57,3.12,3.39,-3.33,9.30,-1.56,-10.84,8.21,-0.22,-1.00,-3.14,-2.49
13.85,-4.36,6.56,-1.82,5.58,-15.24,0.67,9.23,-6.13,-7.12,1.60,-3.81,0.46,1.95,6.79,-4.01,-1.82,0.19,-2.42,3.26
-31.63,-22.42,15.35,-1.67,11.76,-15.34,1.06,6.80,-5.13,-3.28,2.21,-2.17,2.56,-2.80,0.24,3.43,-1.16,-0.18,-4.97,1.52
50.09,-14.21,15.12,6.85,-18.15,-16.04,0.29,9.29,-9.29,-0.47,3.20,-5.43,5.28,-0.85,3.29,0.57,-0.43,1.17,0.85,2.91
20.38,-0.92,13.57,0.21,-1.64,-18.61,0.56,10.86,-8.93,-7.28,1.47,-4.09,-0.42,-2.15,1.75,1.19,0.41,0.24,-9.14,1.79
-119.22,7.48,10.97,39.95,-8.85,-3.80,0.01,-0.06,-0.92,28.33,-5.91,8.47,6.42,-34.41,19.29,-1.29,-0.15,-1.33,-0.04,-0.32
-0.20,-18.68,14.28,-26.25,-15.37,-2.45,-1.08,6.51,-4.11,0.82,-0.93,-0.98,-2.89,2.12,11.38,7.48,-0.64,-0.17,0.78,-1.12
21.53,-25.42,15.05,-3.17,-6.02,-17.87,0.91,4.61,-3.87,-2.70,2.51,-4.05,3.23,-1.70,3.27,1.01,-0.23,-0.34,3.18,0.18
-6.00,-26.07,12.63,-4.30,12.68,-14.79,1.62,-1.02,-0.30,-6.96,-1.67,0.80,-7.78,1.14,8.44,-2.93,1.04,-0.23,3.52,-2.66
35.95,-17.19,7.59,5.43,-9.47,5.43,-1.31,8.51,-6.77,-2.36,4.63,-4.47,3.59,2.87,4.94,5.99,0.18,0.07,5.33,-1.33
28.34,-16.51,12.18,9.52,-7.10,3.44,-1.49,14.23,-9.87,-1.80,2.37,-3.27,2.13,-0.66,-1.05,3.82,-1.11,0.15,5.80,-4.90
-30.35,-22.38,11.91,-19.24,-8.45,2.47,-0.59,-0.60,1.50,2.51,-1.36,1.81,-5.81,0.67,8.79,10.81,1.79,1.37,0.31,-1.51
37.33,-22.74,11.41,10.19,-10.31,-10.70,0.74,-0.33,-0.90,0.81,-0.55,-0.79,2.33,-3.22,-3.11,-2.65,0.04,-0.05,-10.53,4.96
-6.72,-22.24,12.96,-9.29,-5.42,-8.45,0.17,-0.13,-0.63,1.13,0.79,-0.43,5.15,-1.21,-6.90,10.12,2.07,-0.98,-10.99,2.52
27.53,-10.89,3.73,-1.10,-2.38,-7.21,0.79,-2.43,1.35,-5.88,-1.07,1.26,-8.36,0.73,8.45,-4.36,0.38,0.05,-11.95,7.67
43.34,7.84,15.87,1.42,-6.21,-15.18,2.16,8.42,-5.17,-6.61,-3.17,-1.51,-2.89,-3.07,1.26,-2.49,2.02,-2.49,-8.71,9.43
27.88,-20.34,9.56,4.39,-4.87,5.95,-2.25,12.05,-8.54,-3.27,3.32,-1.73,3.96,1.52,1.36,2.20,-1.21,-0.47,3.66,-1.29
-100.89,16.31,11.99,31.39,-10.09,-5.56,2.61,6.60,-6.42,10.27,0.01,0.97,-12.28,22.36,-2.80,-0.41,-1.51,-0.49,0.44,4.84
-56.10,8.75,5.06,17.54,-26.64,11.18,-0.52,-12.71,10.56,-51.96,7.76,-10.57,10.83,-10.14,3.65,2.88,1.46,0.54,1.58,1.96
39.34,-17.54,13.28,11.87,-12.06,-5.43,0.31,-2.41,-2.27,2.33,0.05,-1.15,4.95,0.04,-1.15,0.70,3.05,-0.79,8.95,-3.08
-1.59,-20.48,10.46,-9.04,-5.47,-8.07,1.17,0.03,0.24,0.87,1.43,-2.44,5.18,-0.68,-5.57,10.86,0.72,-2.30,-10.58,2.20
-5.32,-30.47,13.49,1.12,6.78,-15.40,2.96,0.79,-2.26,-3.51,1.92,-3.43,5.60,-1.32,-2.70,4.65,-0.41,-0.09,-1.51,-1.11
-7.14,-10.93,7.87,-26.96,-12.34,5.27,-1.29,3.34,-2.80,-0.92,-0.36,0.32,-1.04,1.91,2.30,-4.99,-0.39,-0.78,-0.44,3.62
23.41,-25.61,12.02,6.16,1.77,6.60,-3.09,12.90,-9.83,-5.43,3.50,-2.95,1.33,0.56,3.79,4.53,1.06,0.45,4.40,-3.69
